claim,evidence,label
Nick Nolte turned down the role he was offered in Tropic Thunder.,"-LRB- 1990 -RRB- , Everybody Wins -LRB- 1990 -RRB- , Cape Fear -LRB- 1991 -RRB- , Lorenzo 's Oil -LRB- 1992 -RRB- , The Thin Red Line -LRB- 1998 -RRB- , Hulk -LRB- 2003 -RRB- , The Good Thief -LRB- 2003 -RRB- , Hotel Rwanda -LRB- 2004 -RRB- , Tropic Thunder -LRB- 2008 -RRB- , A Walk in the Woods -LRB- 2015 -RRB- and The Ridiculous 6 -LRB- 2015 -RRB- .|His other film appearances include The Deep -LRB- 1977 -RRB- , 48 Hrs .|-LRB- 1982 -RRB- , Down and Out in Beverly Hills -LRB- 1986 -RRB- , Another 48 Hrs .",REFUTES
Kelogenic diet contain nutrients.,A nutrient is a component in foods that an organism uses to survive and grow .,NOT ENOUGH INFO
Sean Spicer was a father from 2011 to 2017.,"Sean Michael Spicer -LRB- born September 23 , 1971 -RRB- is the current White House Press Secretary and former communications director for President Donald Trump .|A father is the male parent of a child .|2011 was designated as :|2017 has been designated as the International Year of Sustainable Tourism for Development by the United Nations General Assembly .",NOT ENOUGH INFO
Ryuk (Death Note) is from a manga series that later became an anime.,"is a fictional character in the manga series Death Note , created by Tsugumi Ohba and Takeshi Obata .|An anime television adaptation aired in Japan from October 3 , 2006 to June 26 , 2007 .",SUPPORTS
Russell Brand lacks the ability to portray other individuals.,"Russell Edward Brand -LRB- born 4 June 1975 -RRB- is an English comedian , actor , radio host , author , and activist .|Leadership is both a research area and a practical skill encompassing the ability of an individual or organization to `` lead '' or guide other individuals , teams , or entire organizations .|Significant other -LRB- SO -RRB- is colloquially used as a gender-neutral term for a person 's partner in an intimate relationship without disclosing or presuming anything about marital status , relationship status , or sexual orientation .",NOT ENOUGH INFO
Lee Min-ho won Best New Actor award.,The role won him a Best New Actor award at the 45th Baeksang Arts Awards .,SUPPORTS
Leslie Howard was a producer.,"Leslie Howard -LRB- born Leslie Howard Steiner , 3 April 18931 June 1943 -RRB- was an English stage and film actor , director and producer .",SUPPORTS
New York City features Columbia University.,"Over 120 colleges and universities are located in New York City , including Columbia University , New York University , and Rockefeller University , which have been ranked among the top 35 in the world .",SUPPORTS
John Wayne Gacy Jr. was a serial killer.,"John Wayne Gacy Jr. -LRB- March 17 , 1942 -- May 10 , 1994 -RRB- was an American serial killer and rapist .",SUPPORTS
It was announced that Black Panther would be developed by Marvel Studios in 1928.,"A Black Panther film was announced as one of the ten Marvel films that would be developed by Marvel Studios and distributed by Paramount Pictures in September 2005 , with Mark Bailey hired to write a script in January 2011 .",REFUTES
Joseph Stalin's birth took place before 1917.,"Joseph Vissarionovich Stalin -LRB- -LSB- ˈstɑːlɪn -RSB- 18 December 1878 -- 5 March 1953 -RRB- was a Soviet revolutionary , politician and political theorist .",SUPPORTS
Heather Watson's competitor for the WTA singles title was Chang Kai-Chen.,"On 14 October 2012 , Watson won her first WTA singles title with a win over Chang Kai-chen of Taiwan in the final of the Japan Open , becoming the first British female to win a WTA singles title since Sara Gomer in 1988 .",SUPPORTS
Kazakhstan the country fell in 1909.,"Kazakhstan -LRB- -LSB- USkæzækˈstæn , _ ˌkɑːzɑːkˈstɑːn -RSB- , -LSB- ˌkæzəkˈstɑːn , _ - ˈstæn -RSB- Қазақстан , tr .|In general , a rural area or countryside is a geographic area that is located outside towns and cities .|",NOT ENOUGH INFO
Friends with Benefits features actors.,"The film features Patricia Clarkson , Jenna Elfman , Bryan Greenberg , Nolan Gould , Richard Jenkins , and Woody Harrelson in supporting roles .|Bryan Greenberg -LRB- born May 24 , 1978 -RRB- is an American actor and singer , known for his starring role as Ben Epstein in the HBO original series How to Make It in America as well as a recurring role as Jake Jagielski in the WB series One Tree Hill and as Nick Garrett on the short-lived ABC drama October Road .|Patricia Davies Clarkson -LRB- born December 29 , 1959 -RRB- is an American actress .",SUPPORTS
The Sopranos had seven seasons.,"After the pilot was ordered in 1997 , the show premiered on the premium cable network HBO in the United States on January 10 , 1999 , and ran its six seasons with 86 episodes to June 10 , 2007 .",REFUTES
England became the first industrialized nation.,"The Industrial Revolution began in 18th-century England , transforming its society into the world 's first industrialised nation .",SUPPORTS
Anna Paquin was unable to perform the role of Flora McGrath.,"As a child , she beat 5000 candidates for the role of Flora McGrath in Jane Campion 's romantic drama film The Piano -LRB- 1993 -RRB- , despite having had little to no acting experience prior to getting the role .",REFUTES
The Matrix Revolutions was directed by Steven Spielberg.,The Matrix Revolutions is a 2003 American -- Australian science fiction action film written and directed by The Wachowski Brothers .,REFUTES
Avengers: Age of Ultron premiered in LA in a theater.,"Age or AGE may refer to :|Ultron -LRB- -LSB- ˈʌltrən -RSB- -RRB- is a fictional supervillain appearing in American comic books published by Marvel Comics .|La , LA , or L.A. may refer to :|Theatre or theater is a collaborative form of fine art that uses live performers , typically actors or actresses , to present the experience of a real or imagined event before a live audience in a specific place , often a stage .",NOT ENOUGH INFO
Bob Kane and Jerry Robinson claim responsibility for the Joker's design.,"Credit for the Joker 's creation is disputed ; Kane and Robinson claimed responsibility for the Joker 's design , while acknowledging Finger 's writing contribution .",SUPPORTS
Robert Wagner wrote his autobiography by himself.,"Wagner 's autobiography , Pieces of My Heart : A Life , written with author Scott Eyman , was published on September 23 , 2008 .",REFUTES
Rabat is larger than all other cities in Morocco except for one.,"Rabat -LRB- الرِّبَاط , ; Eṛṛbaṭ , ⴻⵕⵕⴱⴰⵟ -RRB- is the capital city of Morocco and its second largest city with an urban population of approximately 580,000 -LRB- 2014 -RRB- and a metropolitan population of over 1.2 million .|This is a list of cities in Morocco , those defined as urban places in the 2014 population census .|Other Desert Cities is a play by Jon Robin Baitz .|Morocco -LRB- -LSB- məˈrɒkoʊ -RSB- المغرب , lit .",NOT ENOUGH INFO
The Beatles never played in London.,The Beatles were an English rock band formed in Liverpool in 1960 .|London -LSB- ˈlʌndən -RSB- is the capital and most populous city of England and the United Kingdom .,NOT ENOUGH INFO
Angelina Jolie was in Salt.,"She continued her successful action-star career with Mr. & Mrs. Smith -LRB- 2005 -RRB- , Wanted -LRB- 2008 -RRB- , and Salt -LRB- 2010 -RRB- , and received critical acclaim for her performances in the dramas A Mighty Heart -LRB- 2007 -RRB- and Changeling -LRB- 2008 -RRB- , which earned her a nomination for an Academy Award for Best Actress .",SUPPORTS
Dangerous Liaisons is exclusively a drama film.,"Dangerous Liaisons is a 1988 American historical drama film based upon Christopher Hampton 's play Les liaisons dangereuses , which in turn was a theatrical adaptation of the 18th-century French novel Les Liaisons dangereuses by Pierre Choderlos de Laclos .",REFUTES
Michael Jackson was acquitted of allegations.,"In 2005 , he was tried and acquitted of further child sexual abuse allegations and several other charges after the jury found him not guilty on all counts .",SUPPORTS
Courtney Love refused to appear in Man on the Moon (1999).,"Love continued to work as an actress into the early 2000s , appearing in big-budget pictures such as Man on the Moon -LRB- 1999 -RRB- and Trapped -LRB- 2002 -RRB- , before releasing her first solo album , America 's Sweetheart , in 2004 .",REFUTES
Niall Horan wrote a song called Love.,"Niall James Horan -LRB- born 13 September 1993 -RRB- is an Irish singer and songwriter , best known as a member of the boy band One Direction .|A Song is an in-studio album containing the works of American pop star Neil Sedaka .|Love is a variety of different feelings , states , and attitudes that ranges from interpersonal affection -LRB- `` I love my mother '' -RRB- to pleasure -LRB- `` I loved that meal '' -RRB- .",NOT ENOUGH INFO
Yeh Dillagi had a cast.,"Yeh Dillagi -LRB- English : This Romance -RRB- is a 1994 Bollywood romantic film , produced by Yash Chopra and directed by Naresh Malhotra under the banner of Yash Raj Films .|Cast may refer to :",NOT ENOUGH INFO
Régine Chassagne is a screenwriter.,"A screenplay writer -LRB- screenwriter for short -RRB- , scriptwriter , or scenarist is a writer who practices the craft of screenwriting , writing screenplays on which mass media , such as films , television programs , comics or video games , are based .",NOT ENOUGH INFO
Taiwan did not change from a one-party military dictatorship to a multi-party democracy in the 1980s and early 1990s.,"In the 1980s and early 1990s , it changed from a one-party military dictatorship dominated by the Kuomintang to a multi-party democracy with a semi-presidential system .",REFUTES
Rain Man won an Oscar for Best Music.,"Rain Man is a 1988 American road comedy-drama film directed by Barry Levinson and written by Barry Morrow and Ronald Bass .|The Academy Awards , now known officially as the Oscars , is a set of twenty-four awards for artistic and technical merit in the American film industry , given annually by the Academy of Motion Picture Arts and Sciences -LRB- AMPAS -RRB- , to recognize excellence in cinematic achievements as assessed by the Academy 's voting membership .|The Academy Award for Best Original Score is presented to the best substantial body of music in the form of dramatic underscoring written specifically for the film by the submitting composer .",NOT ENOUGH INFO
Battle Studies World Tour was a tour by a singer from the United States.,"Battle Studies World Tour was a worldwide tour by American singer John Mayer .|John Clayton Mayer -LRB- -LSB- ˈmeɪ.ɚ -RSB- born October 16 , 1977 -RRB- is an American singer-songwriter , guitarist , and producer .|He was born in Bridgeport , Connecticut , and raised in nearby Fairfield .|Connecticut -LRB- -LSB- kəˈnɛtᵻkət -RSB- -RRB- is the southernmost state in the New England region of the northeastern United States .",SUPPORTS
There is a film called The Breakfast Club.,"The Breakfast Club is a 1985 American coming-of-age comedy-drama film written , produced , and directed by John Hughes , starring Emilio Estevez , Paul Gleason , Anthony Michael Hall , Judd Nelson , Molly Ringwald and Ally Sheedy .",SUPPORTS
Stephen Rider turned down the opportunity to work in the series Lucky 7.,"Stephen Rider is an American film and television actor , best known for playing Admiral Stephen W. Rochon in the film The Butler and Eric Millworth in the series Lucky 7 .",REFUTES
Sade is a female artist famous for her music and acting.,"Helen Folasade Adu , OBE -LRB- Fọláṣadé Adú -LSB- fɔ̄láʃādé ādú -RSB- born 16 January 1959 -RRB- , known professionally as Sade Adu or simply Sade -LRB- -LSB- ʃɑːˈdeɪ -RSB- -RRB- , is a Nigerian-born British singer-songwriter , composer , arranger , and record producer .",SUPPORTS
Dangerous Beauty was directed by someone.,"Dangerous Beauty is a 1998 American biographical drama film directed by Marshall Herskovitz and starring Catherine McCormack , Rufus Sewell , and Oliver Platt .|Marshall Schreiber Herskovitz -LRB- born February 23 , 1952 -RRB- is an American film director , writer and producer , and currently the President Emeritus of the Producers Guild of America .",SUPPORTS
